Insee - Statistiques locales; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; 
Code;Libellé;Part des actifs occupés de 15 ans ou plus  les transports en commun 2021;Part des ménages ayant au moins 1 voiture 2021;Part des actifs occ 15 ans ou plus voiture pour travailler 2021;Part des actifs occ 15 ans ou plus vélo pour travailler 2021
25031;Audincourt;6.9;82.2;81.2;1.8
25032;Autechaux;0.5;95.7;91.1;1.4
25033;Autechaux-Roide;0.9;95.8;92.8;0
25035;Les Auxons;2.8;96.5;91.8;0.4
25036;Avanne-Aveney;5.3;95.4;77.2;8.3
25038;Avilley;0;92;91.3;0
25039;Avoudrey;1.3;93;86.3;0.4
25040;Badevel;1.8;92.9;92.4;0.6
25041;Bannans;1;96.4;86.3;1
25042;Le Barboux;0.9;97.9;83.6;0
25043;Bart;3.8;91.8;87.4;2
25044;Bartherans;0;95.8;85;0
25045;Battenans-les-Mines;4.8;90.9;71.4;0
25046;Battenans-Varin;0;96.9;85;0
25047;Baume-les-Dames;6.2;83.3;74.9;1.5
25048;Bavans;4.9;91.5;87.7;1.7
25049;Belfays;1.5;100;97;0
25050;Le Bélieu;0.8;97.5;91;0.4
25051;Belleherbe;0.7;91.5;82;0.7
25052;Belmont;2.6;93.9;82.1;7.7
25053;Belvoir;0;93.2;71.8;0
25054;Berche;2.4;94.3;89.9;1.9
25055;Berthelange;5.2;98.5;90;0.6
25056;Besançon;19.1;72.1;57.2;6.2
25057;Bethoncourt;7.1;83.3;83.1;0.9
25058;Beure;2.2;90.9;85.9;4.1
25059;Beutal;1.7;96.2;89.7;1.8
25060;Val-d'Usiers;1.3;96;86.4;1.1
25061;Bief;0;98.2;86.8;0
25062;Le Bizot;0.7;96.6;92.8;0
25063;Blamont;9.7;95.3;79.3;0.6
25065;Blarians;0;92.6;95.8;0
25066;Blussangeaux;0;94.1;94.9;0
25067;Blussans;3.9;96.5;89.5;1.3
25070;Bolandoz;0;88.5;88.3;1.8
25071;Bondeval;0.9;98.2;93.3;0.9
25072;Bonnal;0;90.9;100;0
25073;Bonnay;2.2;95.1;91.3;0
25074;Bonnétage;6.8;96.9;83.7;0.2
25075;Bonnevaux;3.1;94.1;86.2;1
25077;La Bosse;0;100;91.8;0
25078;Bouclans;3.4;94.2;87.1;1.3
25079;Boujailles;0.9;96;87.6;0.9
25082;Bourguignon;0.8;95.8;93.7;1.3
25083;Bournois;5.3;97.6;84.2;0
25084;Boussières;2.5;95.4;88.7;1.3
25085;Bouverans;1.7;95.7;92;0
25086;Braillans;0;100;96.8;2.1
25087;Branne;2.5;97.4;88.9;0
25088;Breconchaux;0;97.3;95.1;0
25089;Bremondans;0;95.1;83.7;0
25090;Brères;0;100;94.9;2.6
25091;Les Bréseux;0.5;97.3;87.8;0.5
25092;La Bretenière;0;96.8;76;0
25093;Bretigney;2.9;100;97.1;0
25094;Bretigney-Notre-Dame;1.6;98.1;95.1;0
25095;Bretonvillers;1;89.3;86.7;0
25096;Brey-et-Maison-du-Bois;1.2;96.9;82.9;1.2
25097;Brognard;1;96.5;92.1;0.5
25098;Buffard;5.1;93.8;87.3;2.5
25099;Bugny;0;95.2;82.9;0
25100;Bulle;0.5;95.1;92.8;0
25101;Burgille;0.7;96.6;94.6;0
25102;Burnevillers;0;94.4;40.9;0
25103;Busy;0.6;97;90.7;2.8
25104;By;0;94.4;84.4;0
25105;Byans-sur-Doubs;2.1;94.5;89;0
25106;Cademène;0;91.4;89.3;0
25107;Cendrey;0;94.5;88.1;0
25108;Cernay-l'Église;0;96.4;93;1.3
25109;Cessey;2.1;94.7;91.9;0
25110;Chaffois;3.9;97.5;90.8;1.2
25111;Chalèze;5.5;96.2;86.8;1.4
25112;Chalezeule;8.1;93.2;81.6;2.6
25113;Chamesey;0;96.4;86.3;1.4
25114;Chamesol;1.2;93.4;84.6;0.6
25115;Champagney;0.9;95;92.6;0
25116;Champlive;3.8;93.4;86.7;1.9
25117;Champoux;2.5;97.2;87.5;0
25119;Champvans-les-Moulins;2.5;95.5;93.7;0
25120;Chantrans;0.5;94.1;90.4;1.2
25121;Chapelle-des-Bois;0.8;94.5;70.5;2.4
25122;Chapelle-d'Huin;1.5;98;87.5;1.1
25124;Charmauvillers;0.7;96;81.5;3
25125;Charmoille;0;93.2;92.2;1.4
25126;Charnay;1.4;96.1;89.9;0.5
25127;Charquemont;1.2;94;88.2;0.5
25129;Chassagne-Saint-Denis;1.6;96.7;91.8;0
25130;Châteauvieux-les-Fossés;0;100;100;0
25131;Châtelblanc;0;92;68.4;0
25132;Châtillon-Guyotte;1.2;100;88.8;0
25133;Châtillon-le-Duc;3.4;93.8;88.9;1.1
25136;Chaucenne;0.4;98.4;94.3;0.8
25138;Les Terres-de-Chaux;1.8;91.4;76.8;0
25139;La Chaux;0.7;97.3;87.3;0.7
25141;Chaux-lès-Passavant;0;97.7;89.5;0
25142;Chaux-Neuve;0.6;91.3;85.5;0
25143;Chay;1;95.7;85.1;1
25145;Chazot;2.2;92.6;80;0
25147;Chemaudin et Vaux;4.1;96.5;89.9;1
25148;La Chenalotte;2.9;99.5;91;0.4
25149;Chenecey-Buillon;0.9;92.1;88.3;0.8
25150;Chevigney-sur-l'Ognon;0;97.3;100;0
25151;Chevigney-lès-Vercel;0;94.1;93.6;0
25152;La Chevillotte;1.4;100;91.7;0
25153;Chevroz;0;93.2;96.5;0
25154;Chouzelot;2.6;90.8;86.6;1.9
25155;Cléron;0.7;92.6;89.3;0
25156;Pays-de-Clerval;7.5;88.2;74.8;2.2
25157;La Cluse-et-Mijoux;2;96.8;89.4;1.4
25159;Colombier-Fontaine;5.2;89.4;82.7;2.5
25160;Les Combes;1.2;97.6;90.6;0
25161;Consolation-Maisonnettes;0;100;61.5;0
25162;Corcelles-Ferrières;0;97.6;97.2;0
25163;Corcelle-Mieslot;0;95;88.6;0
25164;Corcondray;0;97;90.8;0
25166;Côtebrune;0;96.7;86.5;0
25170;Courcelles-lès-Montbéliard;2.8;92.9;88.8;1
25171;Courcelles;0;95.2;91.8;2
25172;Courchapon;0;94.9;94;0.9
25173;Cour-Saint-Maurice;1.3;91.8;79.2;0
25174;Courtefontaine;0;90.8;86;0.9
25175;Courtetain-et-Salans;0;100;75.7;0
25176;Courvières;0;95.9;86.5;0.7
25177;Crosey-le-Grand;3.5;93.8;86;0
25178;Crosey-le-Petit;1.9;89.8;83;0
25179;Le Crouzet;7.1;92;92.9;0
25180;Crouzet-Migette;0;95;91;0
25181;Cubrial;10.2;87.5;81.6;0
25182;Cubry;0;95.2;88.4;0
25183;Cusance;0;100;77.4;0
25184;Cuse-et-Adrisans;1.8;88.2;93.8;0
25185;Cussey-sur-Lison;0;100;75.5;0
25186;Cussey-sur-l'Ognon;1.7;97.1;92.5;0
25187;Dambelin;0;93.7;92.7;0.5
25188;Dambenois;0.3;96.3;94.9;0.9
25189;Dammartin-les-Templiers;1;97.8;94.2;0
25190;Dampierre-les-Bois;1.2;92.7;92.2;0.4
25191;Dampierre-sur-le-Doubs;4.4;95.2;92.8;0
25192;Dampjoux;0;94.4;91.8;2.4
25193;Damprichard;0.2;92;85;0.7
25194;Dannemarie;0;95.7;97.9;0
25195;Dannemarie-sur-Crète;6.1;98.5;86.5;1.3
25196;Dasle;1.4;92.5;91.4;0.7
25197;Deluz;4;91.5;90.9;0.4
25198;Désandans;2.2;95.9;89.3;0.4
25199;Déservillers;0;97.3;89.4;0.6
25200;Devecey;3.5;92.6;87.5;0.8
25201;Dommartin;0.6;94.7;95.3;0.3
25202;Dompierre-les-Tilleuls;0.7;97.6;88;0
25203;Domprel;0;97.3;87.4;0
25204;Doubs;1.3;94.9;87;2.7
25207;Dung;1.8;95.4;91.1;0.8
25208;Durnes;1.2;97.6;93;0
25209;Échay;2;89.4;88;0
25210;Échenans;0;96.8;92.9;1.4
25211;Échevannes;2.7;100;86.5;0
25212;École-Valentin;3;95.4;84.1;3.8
25213;Les Écorces;0.5;98.2;92.9;0.2
25214;Écot;0;96.5;92.2;0
25215;L'Écouvotte;0;89.5;96.1;0
25216;Écurcey;0;92.4;86.9;1.8
25217;Émagny;0.8;93.8;91.1;0
25218;Épenouse;2.4;92.5;88;0
25219;Épenoy;2.3;96.6;86.7;1
25220;Épeugney;0.8;95.6;89.5;0
25221;Esnans;0;90;73.3;0
25222;Étalans;3.2;93;84.8;0.8
25223;Éternoz;0;91.7;88.5;0.9
25224;Étouvans;1.9;96;93.4;0.8
25225;Étrabonne;1.1;93.2;88.6;2.3
25226;Étrappe;0;93.5;90.7;0
25227;Étray;0;98.4;88.9;0.6
25228;Étupes;2.2;89.5;89.5;1.2
25229;Évillers;0;98;91.4;0.6
25230;Exincourt;3.4;89.8;88.1;2.8
25231;Eysson;3.2;98;83.9;0
25232;Faimbe;2.7;97.6;94.6;0
25233;Fallerans;0.8;92.6;91.9;0
25234;Ferrières-le-Lac;0;98.5;84.3;0
25235;Ferrières-les-Bois;5.8;96.9;85.5;0.6
25236;Fertans;0.7;96.7;88.5;1.5
25237;Fesches-le-Châtel;4.7;87.4;89.2;0.9
25238;Fessevillers;0;92.8;94.7;0
25239;Feule;0;94.4;97.5;0
25240;Les Fins;1.7;95.2;89.3;0.4
25241;Flagey;1.6;87.3;75.8;1.6
25242;Flagey-Rigney;0;95.3;95.1;0
25243;Flangebouche;1.1;94.4;83.7;1.1
25244;Fleurey;2.9;94.9;85.3;0
25245;Fontain;3;96.5;87.6;1.9
25246;Fontaine-lès-Clerval;2.8;90.6;89.1;0
25247;Fontenelle-Montby;0;91.7;80.6;0
25248;Les Fontenelles;0;96.6;91;0.8
25249;Fontenotte;0;95.7;91.7;0
25251;Fourbanne;6.8;92.9;85.1;0
25252;Fourcatier-et-Maison-Neuve;1.5;100;88.1;0
25253;Fourg;3.1;97.5;88.2;2.5
25254;Les Fourgs;0.5;96.8;89.3;1.4
25255;Fournet-Blancheroche;0;98.7;90.7;0
25256;Frambouhans;0;95.6;90.3;0.2
25257;Franey;0.7;96.1;92.8;0.9
25258;Franois;6.1;94.7;87;1.1
25259;Frasne;3.3;92.9;83.5;1.6
25261;Froidevaux;0;91.2;91.7;0
25262;Fuans;2.5;98;89.7;0
25263;Gellin;0.8;98.1;92.4;0
25264;Gémonval;0;100;91.9;0
25265;Geneuille;2.2;96.6;90.3;0.8
25266;Geney;0;91.2;91.8;0
25267;Gennes;3.7;97.1;89.5;0.6
25268;Germéfontaine;0;95.9;82.4;0
25269;Germondans;0;100;96.2;0
25270;Gevresin;1.8;95.2;87.7;1.8
25271;Gilley;3.8;95.8;85.5;0.7
25273;Glamondans;1;91.4;95.8;1
25274;Glay;2.7;94.9;88.6;2.7
25275;Glère;0;94.7;83.9;0
25276;Gondenans-Montby;0;94.7;86.1;0
25277;Gondenans-les-Moulins;2.7;97.1;83.8;0
25278;Gonsans;0;96.4;92.4;0
25279;Gouhelans;0;94.6;95.7;0
25280;Goumois;0;94.7;87.1;0
25281;Goux-lès-Dambelin;1.4;93.3;91.2;0.7
25283;Goux-sous-Landet;4;96.3;92;0
25284;Grand-Charmont;5.7;86;86.4;1.8
25285;Grand'Combe-Châteleu;2.4;96.5;88.2;0.4
25286;Grand'Combe-des-Bois;1.5;100;78.8;0
25287;Grandfontaine;4.3;93.7;89.1;1
25288;Fournets-Luisans;2;96.9;82.1;0
25289;Grandfontaine-sur-Creuse;2.7;96.8;75.7;0
25290;La Grange;0;97.4;84.8;2.2
25293;Granges-Narboz;1.1;97.3;93.4;0.6
25295;Les Grangettes;2.7;98.6;91;0
25296;Les Gras;1.5;94.8;90.4;0.5
25297;Le Gratteris;5.2;98.5;88.3;1.3
25298;Grosbois;3.3;96.8;87.5;0.8
25299;Guillon-les-Bains;2.2;94.1;80;0
25300;Guyans-Durnes;2.5;97.7;89.1;0
25301;Guyans-Vennes;0.9;96.2;88.6;0.9
25303;Hauterive-la-Fresse;0;98.9;89.9;0
25304;Hérimoncourt;5.7;87.4;86.9;1.4
25305;L'Hôpital-du-Grosbois;4.1;97.3;89.3;0.4
25306;L'Hôpital-Saint-Lieffroy;0;97.9;93.7;0
25307;Les Hôpitaux-Neufs;1.2;96.5;89.4;0.5
25308;Les Hôpitaux-Vieux;1.7;98.3;87.8;0.8
25309;Houtaud;3.1;97.4;90.1;1
25310;Huanne-Montmartin;2.2;100;88.9;0
25311;Hyémondans;0;98.8;91.5;1.2
25312;Hyèvre-Magny;0;91.7;87.9;0
25313;Hyèvre-Paroisse;2.3;91.5;89.5;1.2
25314;Indevillers;0;95.9;85.8;0.8
25315;L'Isle-sur-le-Doubs;8.2;79.9;77.5;1.1
25316;Issans;2.2;94.2;93.4;0
25317;Jallerange;1.7;89.6;92.4;0
25318;Jougne;2.4;96.2;91.1;0.5
25320;Labergement-Sainte-Marie;3.2;94.7;88.3;0.3
25321;Villers-le-Lac;2.5;94.1;89.8;0.5
25322;Laire;0.5;99.4;93.3;0
25323;Laissey;9.5;86.3;86.8;0.5
25324;Lanans;1.3;92.3;81.8;1.3
25325;Landresse;1.9;93.9;83.2;1.9
25326;Lantenne-Vertière;0.8;97.2;93.1;0.4
25327;Lanthenans;10.3;96;79.3;0
25328;Larnod;2.8;97;92.8;1
25329;Laval-le-Prieuré;0;100;93.7;0
25330;Lavans-Quingey;1.2;100;88.1;1.2
25331;Lavans-Vuillafans;3.9;96.7;77.4;4.5
25332;Lavernay;1.7;96.8;90.5;0
25333;Laviron;1.2;96.7;81.2;0
25334;Levier;1.1;92.6;81.9;1.3
25335;Liebvillers;3;88.2;88.1;0
25336;Liesle;5.2;89.9;86.3;0.5
25338;Lizine;3.1;95.2;81.3;6.2
25339;Lods;3.6;90.8;87.3;1
25340;Lombard;3.5;96.5;95.3;0
25341;Lomont-sur-Crête;1.3;94.4;82.5;0
25342;Longechaux;0;96.7;77.8;5.6
25343;Longemaison;2.6;92.4;84.4;0
25344;Longevelle-lès-Russey;0;100;89.5;0
25345;Longevelle-sur-Doubs;2.8;96.7;90.7;0.3
25346;Longeville;1.4;92;90.5;0
25347;La Longeville;0.5;97.6;90.6;0.5
25348;Longevilles-Mont-d'Or;1.2;98.1;87.8;0.6
25349;Loray;0.7;94.1;88.2;1.2
25350;Lougres;2.3;94.2;91;0.7
25351;Le Luhier;0;94.6;91;0
25354;Luxiol;1.5;93.5;91.2;0
25355;Magny-Châtelard;0;100;82.8;3.4
25356;Maîche;3;87.2;83.4;0.3
25357;Maisons-du-Bois-Lièvremont;0.5;95.6;90;0.2
25359;Malans;0;91.5;85.7;0
25360;Malbrans;1.4;95.8;93.2;0
25361;Malbuisson;1.6;95.4;85.3;0.2
25362;Malpas;0.7;95.8;91.5;0
25364;Mamirolle;5.7;94.2;83.2;1
25365;Mancenans;1.3;91.7;87.3;0
25366;Mancenans-Lizerne;0;100;84.2;0
25367;Mandeure;4.4;86;85.6;2.5
25368;Marchaux-Chaudefontaine;1.5;94;88.3;1.8
25369;Marvelise;0;87.9;94;0
25370;Mathay;1.1;95.7;89.7;1.8
25371;Mazerolles-le-Salin;3.6;97.8;90.9;0
25372;Médière;1.6;92.4;92.6;0
25373;Le Mémont;0;100;96.6;0
25374;Mercey-le-Grand;3.5;95;88.2;0.7
25375;Les Monts-Ronds;3.5;98.2;89;0.4
25376;Mérey-Vieilley;2.8;98.3;93.1;1.4
25377;Mésandans;3.5;98.9;92;0
25378;Meslières;2;94.2;89.9;0
25379;Mesmay;10.7;100;85.7;0
25380;Métabief;1.5;97.4;86.7;0.6
25381;Miserey-Salines;3.3;96.1;88.1;2.4
25382;Moncey;0;95.2;93.8;0
25383;Moncley;1.9;97.7;89.8;2.6
25384;Mondon;0;89.5;97.1;0
25385;Montagney-Servigney;0;100;89.1;0
25386;Montancy;1.7;96.9;86.7;0
25387;Montandon;1.2;94.8;90.9;0
25388;Montbéliard;8.8;76;76;2.3
25389;Montbéliardot;0;93.3;80.3;0
25390;Montbenoît;2.3;98.1;90.4;0.5
25391;Mont-de-Laval;0;97.1;76.4;0
25392;Mont-de-Vougney;0;100;89.8;0
25393;Montécheroux;0.9;95.3;89.1;0.5
25394;Montenois;0.8;96.4;91.5;0.4
25395;Montfaucon;4;97;88;1.1
25397;Montferrand-le-Château;4.2;95.3;90.3;0.6
25398;Montflovin;0;100;87;0
25400;Montgesoye;1.4;93.9;89;0.9
25401;Montivernage;0;81.8;90;0
25402;Montjoie-le-Château;0;100;85.7;0
25403;Montlebon;2.1;96.2;91.1;0.4
25404;Montmahoux;0;90.7;82.6;0
25405;Montperreux;1.6;98.1;89.5;0.4
25406;Montrond-le-Château;2.3;94.7;88.9;0.8
25408;Montussaint;0;92.9;91.7;0
25410;Morre;8.9;95.5;84.3;0.7
25411;Morteau;6;87.3;76.8;0.4
25413;Mouthe;1.9;93.8;82.3;0.8
25414;Le Moutherot;1.5;96.4;91.2;0
25415;Mouthier-Haute-Pierre;4.6;93.7;83.2;0
25416;Myon;0;91;76.1;1.5
25417;Naisey-les-Granges;1.4;94.5;91.2;0.5
25418;Nancray;4.6;95.7;87.9;0.8
25419;Nans;0;100;97.8;2.2
25420;Nans-sous-Sainte-Anne;0;96.3;78.5;3.1
25421;Narbief;0;94.3;96.3;0
25422;Neuchâtel-Urtière;0;95.5;97.4;0
25424;Les Premiers Sapins;3;93.1;89.3;0.3
25425;Noël-Cerneux;1.7;97.8;94.3;0
25426;Noirefontaine;1.5;92.5;85.2;0
25427;Noironte;1.6;96.8;93.2;0
25428;Nommay;3;94.9;88.2;2.1
25429;Novillars;5.2;89.4;82.6;1.5
25430;Ollans;6.2;95;81.2;0
25431;Onans;1.3;95;89.4;0.7
25432;Orchamps-Vennes;1.5;91.2;87;0.7
25433;Orgeans-Blanchefontaine;0;100;94.7;0
25434;Ornans;3;86.7;74.4;3.1
25435;Orsans;1;98.6;86.9;0
25436;Orve;0;92.6;80;0
25437;Osse;1.2;99.3;92.3;0
25438;Osselle-Routelle;3;97;91.1;1.6
25439;Ougney-Douvot;2;92.9;90.8;1
25440;Ouhans;0;96.1;92.2;0.5
25441;Ouvans;0;90.3;70;10
25442;Oye-et-Pallet;2.7;98.1;89.3;0.6
25443;Palantine;6.3;100;90.6;0
25444;Palise;0;96.6;97.1;0
25445;Paroy;4.1;96.4;79.6;4.1
25446;Passavant;2.3;91;77.3;0
25447;Passonfontaine;2.9;94.5;86.5;0
25448;Pelousey;1.8;97.8;92;1.1
25449;Péseux;3.6;97.8;80;1.8
25450;Pessans;0;94.1;94.3;0
25451;Petite-Chaux;5.1;97.2;83.5;1.3
25452;Pierrefontaine-lès-Blamont;0;97.9;90;1.8
25453;Pierrefontaine-les-Varans;0.2;89.2;79.1;1.2
25454;Pirey;1.8;97.2;91.8;0.7
25455;Placey;1.1;94.4;93.4;0
25456;Plaimbois-du-Miroir;2.2;97.9;88.5;0
25457;Plaimbois-Vennes;0;100;84.1;0
25458;Les Plains-et-Grands-Essarts;0;97.7;80.3;0
25459;La Planée;0;95.9;95.6;0
25460;Le Val;1.8;99;92;0.9
25461;Pompierre-sur-Doubs;2.3;91.4;94.6;0
25462;Pontarlier;2.2;85;72.7;3.3
25463;Pont-de-Roide-Vermondans;0.8;85.4;83.6;3
25464;Les Pontets;3;98;78.8;3
25465;Pont-les-Moulins;0;93.1;87.5;2.3
25466;Pouilley-Français;2.2;98.2;92.2;0.3
25467;Pouilley-les-Vignes;2.7;93.8;89.3;1.7
25468;Pouligney-Lusans;1.9;97.2;90.4;0.3
25469;Présentevillers;1.8;96.5;91.2;1.8
25470;La Prétière;2.9;96;84.3;0
25471;Provenchère;0;94.4;88.3;1.7
25472;Puessans;0;93.3;86.7;0
25473;Pugey;0.9;95.7;92.7;1.8
25474;Le Puy;0;94.9;90.7;3.7
25475;Quingey;1.6;88.9;77.4;2.8
25476;Rahon;0;96.6;84.9;0
25477;Rancenay;2.9;96.8;94.1;1.9
25478;Randevillers;0;94.2;87.8;2.4
25479;Rang;3.9;92.8;87.8;0.6
25481;Raynans;1.2;98.4;92.3;0
25482;Recologne;2.7;94.5;85.9;0.3
25483;Reculfoz;4.2;94.4;87.5;0
25485;Rémondans-Vaivre;0;98.9;88.7;0
25486;Remoray-Boujeons;1.7;96.5;90.5;0.4
25487;Renédale;0;100;83.3;0
25488;Rennes-sur-Loue;0;95.7;89.8;4.1
25489;Reugney;0;92.6;89.4;0.9
25490;Rigney;0;92.5;87.8;0
25491;Rignosot;0;88.9;84;0
25492;Rillans;0;94.3;88.1;2.4
25493;La Rivière-Drugeon;2.4;92.2;86.9;1.5
25494;Rochejean;2.1;96.2;89.2;0.8
25495;Roche-lez-Beaupré;5.8;92.6;84.2;1.6
25496;Roche-lès-Clerval;5.6;97.6;88.9;0
25497;Roches-lès-Blamont;1.1;96.5;93.7;0.4
25498;Rognon;0;95.2;86.4;4.5
25499;Romain;4.6;88.9;87.7;0
25500;Ronchaux;0;100;88.9;0
25501;Rondefontaine;8.7;93.8;82.6;0
25502;Roset-Fluans;0.9;96.1;94;0.4
25503;Rosières-sur-Barbèche;0;96.1;87.5;0
25504;Rosureux;0;90;88.6;0
25505;Rougemont;1.4;89.3;85.9;0.8
25506;Rougemontot;0;97.4;86.5;0
25507;Rouhe;2.4;97.6;87.8;0
25508;Roulans;1.9;94.8;87.8;1.2
25510;Ruffey-le-Château;1.2;97.3;92.7;0.6
25511;Rurey;0;90.9;89.3;0.6
25512;Le Russey;0.8;93.6;89.4;0.5
25513;Sainte-Anne;0;100;89.5;0
25514;Saint-Antoine;1.9;96.5;90.4;0
25515;Sainte-Colombe;2.1;97.9;93.2;0
25516;Saint-Georges-Armont;1.9;95.7;88.5;0
25517;Saint-Gorgon-Main;2.3;97.5;88.2;0.8
25518;Saint-Hilaire;2.6;98.1;92.3;0
25519;Saint-Hippolyte;1.5;84;83.1;0.3
25520;Saint-Juan;1.2;96.2;83.5;2.4
25521;Saint-Julien-lès-Montbéliard;0;95.8;90.5;0
25522;Saint-Julien-lès-Russey;0;97.1;92.7;0
25523;Sainte-Marie;0;97.1;92.3;1.1
25524;Saint-Maurice-Colombier;2.6;92.9;91.3;1.1
25525;Saint-Point-Lac;2.6;96.2;90.1;0
25526;Sainte-Suzanne;6.6;86.9;86.7;1.2
25527;Saint-Vit;7.3;90.8;81.7;1.2
25528;Samson;0;96.9;91.4;0
25529;Sancey;0.2;91;81.4;1.5
25532;Saône;7;92.3;85.2;1.4
25533;Saraz;0;90.9;100;0
25534;Sarrageois;1.9;95;87;0.9
25535;Saules;3.1;92.9;82.3;1
25536;Sauvagney;1.1;94.8;92.5;0
25537;Scey-Maisières;3.4;93.5;90.7;0
25538;Séchin;4.4;96.1;84.4;0
25539;Seloncourt;5.8;90;86.2;1.4
25540;Semondans;0.7;95.2;94.7;1.5
25541;Septfontaines;0.6;95.6;87.5;0.6
25542;Serre-les-Sapins;3.8;95.9;89.5;2.2
25544;Servin;1;98.8;87.8;0
25545;Silley-Amancey;0;92.6;87.9;3
25546;Silley-Bléfond;7.4;96;70.4;0
25547;Sochaux;5.7;71.7;71.5;3.1
25548;Solemont;0;92.3;87.7;0
25550;La Sommette;1.8;93.7;82.3;4.4
25551;Soulce-Cernay;0;94.8;93.7;0
25552;Sourans;7;88;83.7;0
25553;Soye;0.6;91.7;91.1;1.2
25554;Surmont;0;96.5;77.8;0
25555;Taillecourt;7.7;93.7;83.2;2.9
25556;Tallans;0;100;95;0
25557;Tallenay;1.3;98.3;95.6;0
25558;Tarcenay-Foucherans;1.7;95.6;90.9;0.6
25559;Thiébouhans;0;96.8;89.9;0.9
25560;Thise;4;94.7;85.5;3.7
25561;Thoraise;1.8;94.1;90.4;0
25562;Thulay;0;96.9;94.9;1
25563;Thurey-le-Mont;0;94.3;84.4;0
25564;Torpes;5;98.6;88;1.4
25565;Touillon-et-Loutelet;1.5;98.3;91.9;0
25566;La Tour-de-Sçay;0;95.9;91.1;0
25567;Tournans;0;94;82.5;1.8
25569;Trépot;4.1;96.1;88.8;0.4
25570;Tressandans;0;94.1;100;0
25571;Trévillers;0;93.7;88.1;0
25572;Trouvans;2;97.7;89.8;0
25573;Urtière;0;100;77.8;0
25574;Uzelle;1.6;90.9;90.3;0
25575;Vaire;2.4;94.1;92.9;0.9
25578;Valdahon;2.7;88.6;64.9;2.4
25579;Val-de-Roulans;3.1;98.5;91.7;0
25580;Valentigney;4.2;88;86;2.7
25582;Valleroy;3;96.5;87.9;0
25583;Valonne;0.8;97.2;89.9;0
25584;Valoreille;1.8;93.9;68.4;0
25586;Vandoncourt;1.4;94.2;92.7;0.6
25588;Vaucluse;0;91.3;81.8;2.3
25589;Vauclusotte;0;94.4;77.1;2.9
25590;Vaudrivillers;0;97.2;86.7;0
25591;Vaufrey;1.5;93.4;89.2;0
25592;Vaux-et-Chantegrue;2;97.3;91.6;0
25594;Velesmes-Essarts;3.3;97.3;91.5;1.3
25595;Vellerot-lès-Belvoir;2.4;95.7;90.5;0
25596;Vellerot-lès-Vercel;0;100;74.1;0
25597;Vellevans;0.9;96.8;88.2;0
25598;Venise;2.1;95.8;93.6;0
25599;Vennans;0;98.9;91.8;0.7
25600;Vennes;0;97.2;87.3;0
25601;Vercel-Villedieu-le-Camp;1.2;91.4;84.3;1.6
25602;Vergranne;5.1;97.9;86.4;3.4
25604;Verne;0;93;90.7;0
25605;Vernierfontaine;0.9;94.3;89.5;1.5
25607;Vernois-lès-Belvoir;0;100;100;0
25608;Le Vernoy;1.3;94.2;90.7;1.3
25609;Verrières-de-Joux;2.4;97.5;90.1;0.4
25611;La Vèze;0.9;95.9;91.9;0
25612;Vieilley;3.1;95.9;91.2;0
25613;Viéthorey;2.6;88.4;73.7;2.6
25614;Vieux-Charmont;2.6;92.9;89.5;1.1
25615;Villars-lès-Blamont;0.5;94.2;92.5;0
25616;Villars-Saint-Georges;3.9;93.7;89.9;0
25617;Villars-sous-Dampjoux;0.7;94.4;90.6;0.7
25618;Villars-sous-Écot;0;94.8;89.4;0.7
25619;Les Villedieu;1.6;94.7;90.2;1.6
25620;Ville-du-Pont;0;97.9;82.8;1.2
25621;Villeneuve-d'Amont;1.1;91.9;78.5;2.2
25622;Villers-Buzon;1.2;99.3;93.8;1.2
25623;Villers-Chief;2.8;98.2;90.1;2.8
25624;Villers-Grélot;0;97;92;0
25625;Villers-la-Combe;0;96;94.4;0
25626;Villers-Saint-Martin;3.6;95.6;69.1;2.7
25627;Villers-sous-Chalamont;0;96.3;83.6;0
25629;Voillans;0.9;97.9;85.1;0.9
25630;Voires;0;94.4;82.4;0
25631;Vorges-les-Pins;2;96.5;91.9;1.3
25632;Voujeaucourt;3;91.5;89;1.3
25633;Vuillafans;4.2;88.2;85.8;1.1
25634;Vuillecin;0.6;97.2;92.9;0
25635;Vyt-lès-Belvoir;1;97.7;90.6;0
26001;Solaure en Diois;3.6;96.8;84.1;0.9
26002;Albon;3.6;95.9;90.3;0.1
26003;Aleyrac;0;86.4;86.7;0
26004;Alixan;3.9;96.1;87.4;1.7
26005;Allan;1.6;95.6;89.6;0.8
26006;Allex;2.1;95.1;87.8;2.2
26007;Ambonil;0;97.7;90.4;1.9
26008;Ancône;2;95.1;92.3;1
26009;Andancette;3.8;91.8;88.8;0.4
26010;Anneyron;3.4;93.7;85.7;2.3
26011;Aouste-sur-Sye;2.2;90.2;77.3;7.3
26012;Arnayon;0;92.3;54.5;0
26013;Arpavon;2.5;100;72.5;0
26014;Arthémonay;0.4;98.5;95.5;0.3
26015;Aubenasson;0;96.7;84.4;0
26016;Aubres;0;97.6;84.6;0
26017;Aucelon;0;100;80;0
26018;Aulan;0;100;66.7;0
26019;Aurel;4.8;94.4;81.6;0.8
26020;La Répara-Auriples;3.8;97.2;83.4;0
26021;Autichamp;4.8;98.6;78.3;2.4
26022;Ballons;0;94.2;78.6;7.1
